,text
2744,secdef carter says he’s “very optimistic” next  sec will keep collaboration programs going. “the logic is compelling”
2745,"if you aren’t sure about public service, secdef carter says come do a tour with new defense digital service for a year or two #rsac"
2746,secdef carter takes the stage and begins talking about how he ended up in gov’t: a duty to serve
2747,aaron boyd here at #rsac getting ready to hear from secdef ash carter on collaboration btw silicon valley and 
2748,apple-fbi dispute looms over #rsac gathering http://ow.ly/yzxh9 pic.twitter.com/mkafvaodpe
2749,3 ways to inspire fitara buy-in http://owl.li/3byhqe 
2750,himss survey: men make 25% more than women in health it http://owl.li/3byx9j 
2751,twitter tracker: early dispatches from #rsac http://ow.ly/yyl7d pic.twitter.com/hjj8zmvo96
2752,counsel for whistleblowers blasts ig reports on va wait time scandal http://owl.li/3byolw 
2753,help us find what we missed in these #cybersecurity incidents. what do you see? http://fedtimes.ly/20zlons   #hhs
2754,bug bounty: pentagon invites hackers to attack dod http://owl.li/3byfg8 
2755,desalvo calls on private sector has to help ensure interoperability http://owl.li/3by6gv 
2756,"to help you stay up to date on the evolving field of #cybersecurity, we're offering an #rsac newsletter: https://account.federaltimes.com/newsletters/?email= …"
2757,video: aaron boyd  discussed the embattled role of the cio with . http://bit.ly/1qqhsjh 
2758,. outlines new challenge grants for interoperability. #himss2016pic.twitter.com/vclaje8syw
2759,we'll be at #rsac in san francisco. sign up for our conference newsletter here: https://account.federaltimes.com/newsletters/?email= …
2760,twitter tracker: early dispatches from rsa http://owl.li/3bwuus 
2761,we've teamed up w/  to host your visualizations using the #cybersecurity data. tell us what you find: http://fedtimes.ly/20zlons 
2762,discussing serial http://owl.li/3bwgk4 
2763,digitizing citizen engagement from white house to the world http://owl.li/3bw7vd 
2764,"take a look at this vast collection of #cybersecurity data from , and let us know what you see: http://fedtimes.ly/20zlons "
2765,#cybersecurity is the word on the lips of many in government right now and we've reserved your front row seat: http://fedtimes.ly/1ok58ze  #rsac
2766,"apple, fbi to face off at house hearing on encryption http://owl.li/3bvpwr "
2767,"which #rsac panels should you attend? we broke down the most interesting, all of which talk about #cybersecurity http://ow.ly/yvqgq "
2768,professional services council again taps pentagon for new ceo http://owl.li/3bvyro 
2769,balancing ses accountability and protections: an alternative approach http://owl.li/3bu9pe 
2770,"take a look at this vast collection of #cybersecurity data from , and let us know what you see: http://fedtimes.ly/20zlons "
2771,stay on top of the latest in #cybersecurity with federal times as we head to san francisco for #rsac http://fedtimes.ly/1ok58ze 
2772,don't miss out on all the big industry news breaking at #rsac! see complete coverage here http://bit.ly/rsaconf2016 pic.twitter.com/lg1s2gvg45
2773,rsa 2016 and the federal focus on cybersecurity http://owl.li/3bte6w 
2774,"a deeper investigation into 2015's breach of the ""get transcript"" app shows it affected 1 million taxpayers. http://fedtimes.ly/1otaqem "
2775,irs app breach actually affected more than 1m taxpayers http://owl.li/3btust 
2776,how federal agencies manage a distributed network [free download - http://ow.ly/ycxcr ]pic.twitter.com/txdkgv8q64
2777,. has named 11 people to lead the category management centers of excellence: http://fedtimes.ly/1ql794t pic.twitter.com/1vowegwlul
2778,"take a look at this vast collection of #cybersecurity data from , and let us know what you see: http://fedtimes.ly/20zlons "
2779,on-demand: learn how to maximize federal #it w/ fewer resources & a small budget http://bit.ly/fcc_ciowebcast pic.twitter.com/gjovmdwoiu
2780,we've teamed up w/  to host your visualizations using the #cybersecurity data. tell us what you find: http://fedtimes.ly/20zlons 
2781,4 agencies share best practices on avoiding it consolidation pitfalls [free download - http://bit.ly/itconsolidation ]pic.twitter.com/kkna8oar2o
2782,we've teamed up w/  to host your visualizations using the #cybersecurity data. tell us what you find: http://fedtimes.ly/20zlons 
2783,help us find what we missed in these #cybersecurity incidents. what do you see? http://fedtimes.ly/20zlons  .twitter.com/jkhowgyk7h
2784,. has named 11 people to lead the category management centers of excellence: http://fedtimes.ly/1ql794t pic.twitter.com/e198kqfnvz
2785,omb names 11 to lead category management centers of excellence http://owl.li/3bndc1 
2786,gsa names 11 to lead category management centers of excellence http://owl.li/3bn5xk 
2787,the ideal transition strategy causing federal leaders to rethink their approach to #it http://bit.ly/fcc_ciowebcast pic.twitter.com/04bn1qe0ls
2788,help us find what we missed in these #cybersecurity incidents. what do you see? http://fedtimes.ly/20zlons  .twitter.com/algluvrgcq
2789,play with our data: hhs cybersecurity incident reports http://owl.li/3bmw5y 
2790,4 reasons the house oversight committee doesn't love nbib http://owl.li/3blita 
2791,why are managers getting caught up in data center consolidation? [download http://bit.ly/itconsolidation ]pic.twitter.com/iyqhfy2s35
2792,dea considers expanding darpa's big data program http://owl.li/3bkfo0 
2793,homeland secretary tells congress dhs won't squander cyber funds http://owl.li/3bkn2q 
2794,$1.6 billion: the money  wants to spend on #cybersecurity efforts. the details: http://fedtimes.ly/1qhlj8a 
2795,.'s oft-maligned job site gets an upgrade for its application functionality: http://fedtimes.ly/1xn42bf 
2796,nurturing interoperability: the role that agencies play http://owl.li/3biiz4 
2797,. and  want a #bipartisan commission to balance #lawenforcement needs with keeping data secure. http://fedtimes.ly/1xn0ddl 
2798,dod opens door to commercial milcloud http://owl.li/3bi8p6 
2799,"discussing serial: dustwun, bergdahl speaks http://owl.li/3bi1dm "
2800,learn how to maximize federal #it w/ fewer resources & a small budget [watch on-demand http://bit.ly/fcc_ciowebcast pic.twitter.com/5ydvj6rbt2
2801,hhs launches interoperability proving ground website to highlight projects http://owl.li/3bhns3 
2802,dea considering expanding darpa big data program http://owl.li/3bhcb0 
2803,hhs launches interoperability proving ground to highlight projects http://owl.li/3bhuek 
2804,connolly’s new fair act proposes 5.3 percent raise for feds http://owl.li/3bhcj5 
2805,"discussing serial: hindsight, parts 1 & 2 http://owl.li/3bg3vx "
2806,"cobert’s actions likely to stand, barring lawsuit http://owl.li/3bfia5 "
2807,want to be a federal cio? there are plenty of job openings: http://fedtimes.ly/1xklwxe pic.twitter.com/hj4o9ldubq
2808,agencies are trying to eliminate redundancy & make it easier for employees to work together http://ow.ly/ycxcr pic.twitter.com/n8u08dxl4y
2809,want to be a federal cio? there are plenty of job openings http://owl.li/3bevan 
2810,find out more about the #cybersecurity incidents at : http://fedtimes.ly/1xhxjza pic.twitter.com/dobdojntup
2811,senator to va: fire your mental health director http://owl.li/3be2o0 
2812,preparing the next president for the future of cyber http://owl.li/3bclet 
2813,#hackers regularly attempt to access  networks. is your personal health data safe? http://fedtimes.ly/1xhxjza 
2814,opm cio seymour resigns days before oversight hearing http://owl.li/3bceis 
2815,. cio announces her resignation nearly eight months after news broke of  #opm network #databreach. http://fedtimes.ly/1tb1apq 
2816,every gsa it contract up for recompete? mary davie explains. http://owl.li/3bc5dr 
2817,factors for an #it migration strategy & the steps needed to ensure secure data/networks http://bit.ly/fcc_ciowebcast pic.twitter.com/xwkosqlxjc
2818,"#breaking:  cio danny harris will retire feb. 29, just weeks after a difficult hearing on #capitolhill. http://fedtimes.ly/1tadubr "
2819,survey: feds worry fitara will hurt more than it helps http://owl.li/3bbyqn 
2820,"cdc, nih face brunt of malware endemic at hhs http://owl.li/3bbecx "
2821,the govt could cuts its annual #it spend by 25% w/ improved infrastructure [free download - http://bit.ly/itconsolidation ]pic.twitter.com/gsamwemuuk
2822,how  landed on the ideal federal #it management transition strategy http://bit.ly/fcc_ciowebcast pic.twitter.com/qz2ernqjxn
2823,digitizing citizen engagement from white house to the worldhttp://owl.li/3bwjrt 
2824,the pitfalls & best practices of consolidating #it infrastructure [free download - http://bit.ly/itconsolidation ]pic.twitter.com/c7hmra62ng
2825,hhs finds a payoff in service-oriented architecture http://owl.li/3bw62t 
2826,couple pleaded guilty to filing $100m in fake liens against feds http://owl.li/3bvv3e 
2827,updated dashboard shows agency-specific website traffic http://owl.li/3bvogb 
2828,"apple, fbi encryption clash brings 'backdoor' debate to the fore http://owl.li/3btpo3 "
2829,watch our #it transformation webcast featuring  on-demand for free -- http://bit.ly/fcc_ciowebcast pic.twitter.com/km4zsisnbe
2830,who decides if cobert can run opm: the doj or the courts? http://owl.li/3btia4 
2831,federal contractor sentenced in $2m kickback scheme http://owl.li/3btrat 
2832,former white house adviser to chair new cyber commission http://owl.li/3btjtz 
2833,oig: cobert’s actions since opm nomination are ‘null and void’ http://owl.li/3britv 
2834,.' #nomination of acting  director beth cobert has just wiped out three months of agency actions. http://fedtimes.ly/1tr7qzu 
2835,dhs preps final rfp for nextgen security operations http://owl.li/3brbh2 
2836,gibson rejects mspb ruling on albany va firing http://owl.li/3bqt8y 
2837,new whitepaper: benefitting from #it infrastructure consolidation [free download - http://bit.ly/itconsolidation ]pic.twitter.com/c7fgfkcddy
2838,dhs releases initial guidelines for cyberthreat info-sharing http://owl.li/3bqm7s 
2839,va official gets house arrest for theme park bribe http://owl.li/3bop6h 
2840,usps looking for it auditors outside and within http://owl.li/3bozpb 
2841,bray: fed leaders should adopt 'fail fast & often' attitude http://owl.li/3bogum 
2842,the pros/cons of having apps/data maintained on a vendor's hardware [watch on-demand http://bit.ly/fcc_ciowebcast ]pic.twitter.com/5nzkopmrqq
2843,opm unveils guidance for ses onboarding http://owl.li/3bo7h6 
2844,where do you start when building an insider threat program? http://owl.li/3bmfmp 
2845, ig: almost 70% of #us embassies’ #it contingency plans are deficient. http://fedtimes.ly/1xtyurf 
2846,an investigation of  could become an ongoing battle over #va’s ability to punish execs: http://fedtimes.ly/1tldax4 
2847,us embassies need to step up it contingency planning http://owl.li/3bm1fl 
2848,army issues $12b ites-3 services contract vehicle http://owl.li/3blu1t 
2849,open doors: expanding workforce opportunities for those with disabilities http://owl.li/3bllyy 
2850,on-demand: learn how to maximize federal #it w/ fewer resources & a small budget  http://bit.ly/fcc_ciowebcast pic.twitter.com/iqyqxjxiy8
2851,new nist cyber center promotes collaboration http://owl.li/3blbyj 
2852,50 years of federal newsmakers http://owl.li/3bjw4c 
2853,will a new approach to it management save you money? how much?  has the answers http://bit.ly/fcc_ciowebcast pic.twitter.com/xuwaw4utfv
2854,steps needed to ensure data/networks remain secure in in-house & outsourced models  http://bit.ly/fcc_ciowebcast pic.twitter.com/heynx3rran
2855,afge backs connolly’s anticipated pay raise bill http://owl.li/3bg0nr 
2856,sea rails against mcdonald’s plan to limit va ses appeals http://owl.li/3bflme 
2857,". used data, not opinions for redesign of new site  http://fedtimes.ly/1qw6tdu pic.twitter.com/beamqnib3k"
2858,free download: how agencies benefit from it infrastructure consolidation http://owl.li/3bfepe 
2859,"contractor bribed usps officer with college tuition, fitness equipment http://owl.li/3bfluu "
2860,"can cyber focus, employee emphasis fix dhs? http://owl.li/3bdyq3 "
2861,disa issues first cloud certification for highly sensitive data http://owl.li/3bdrjt 
